1:ROR:==(java.lang.Object,java.lang.Object):!=(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@now(org.joda.time.DateTimeZone):124:zone == null |==> zone != null
190:ROR:==(boolean,boolean):!=(boolean,boolean):org.joda.time.LocalDateTime@toDate():796:check.isBefore(this) == false |==> check.isBefore(this) != false
191:ROR:==(boolean,boolean):FALSE(boolean,boolean):org.joda.time.LocalDateTime@toDate():796:check.isBefore(this) == false |==> false
192:ROR:==(boolean,boolean):LHS(boolean,boolean):org.joda.time.LocalDateTime@toDate():796:check.isBefore(this) == false |==> check.isBefore(this)
193:ROR:==(boolean,boolean):RHS(boolean,boolean):org.joda.time.LocalDateTime@toDate():796:check.isBefore(this) == false |==> false
194:ROR:==(boolean,boolean):TRUE(boolean,boolean):org.joda.time.LocalDateTime@toDate():796:check.isBefore(this) == false |==> true
195:LVR:POS:0:org.joda.time.LocalDateTime@toDate():797:1000 |==> 0
196:LVR:POS:NEG:org.joda.time.LocalDateTime@toDate():797:1000 |==> -1000
197:AOR:-(long,long):%(long,long):org.joda.time.LocalDateTime@toDate():797:date.getTime() - 1000 |==> date.getTime() % 1000
198:AOR:-(long,long):*(long,long):org.joda.time.LocalDateTime@toDate():797:date.getTime() - 1000 |==> date.getTime() * 1000
199:AOR:-(long,long):+(long,long):org.joda.time.LocalDateTime@toDate():797:date.getTime() - 1000 |==> date.getTime() + 1000
200:AOR:-(long,long):/(long,long):org.joda.time.LocalDateTime@toDate():797:date.getTime() - 1000 |==> date.getTime() / 1000
201:STD:<CALL>:<NO-OP>:org.joda.time.LocalDateTime@toDate():797:date.setTime(date.getTime() - 1000) |==> <NO-OP>
202:STD:<ASSIGN>:<NO-OP>:org.joda.time.LocalDateTime@toDate():798:check = LocalDateTime.fromDateFields(date) |==> <NO-OP>
203:LVR:POS:0:org.joda.time.LocalDateTime@toDate():800:1000 |==> 0
204:LVR:POS:NEG:org.joda.time.LocalDateTime@toDate():800:1000 |==> -1000
205:AOR:+(long,long):%(long,long):org.joda.time.LocalDateTime@toDate():800:date.getTime() + 1000 |==> date.getTime() % 1000
206:AOR:+(long,long):*(long,long):org.joda.time.LocalDateTime@toDate():800:date.getTime() + 1000 |==> date.getTime() * 1000
207:AOR:+(long,long):-(long,long):org.joda.time.LocalDateTime@toDate():800:date.getTime() + 1000 |==> date.getTime() - 1000
208:AOR:+(long,long):/(long,long):org.joda.time.LocalDateTime@toDate():800:date.getTime() + 1000 |==> date.getTime() / 1000
209:STD:<CALL>:<NO-OP>:org.joda.time.LocalDateTime@toDate():800:date.setTime(date.getTime() + 1000) |==> <NO-OP>
210:COR:check.equals(this):TRUE:org.joda.time.LocalDateTime@toDate():801:check.equals(this) |==> false
211:COR:check.equals(this):FALSE:org.joda.time.LocalDateTime@toDate():801:check.equals(this) |==> true
212:AOR:-(long,long):%(long,long):org.joda.time.LocalDateTime@toDate():803:date.getTime() - TimeZone.getDefault().getDSTSavings() |==> date.getTime() % TimeZone.getDefault().getDSTSavings()
213:AOR:-(long,long):*(long,long):org.joda.time.LocalDateTime@toDate():803:date.getTime() - TimeZone.getDefault().getDSTSavings() |==> date.getTime() * TimeZone.getDefault().getDSTSavings()
214:AOR:-(long,long):+(long,long):org.joda.time.LocalDateTime@toDate():803:date.getTime() - TimeZone.getDefault().getDSTSavings() |==> date.getTime() + TimeZone.getDefault().getDSTSavings()
215:AOR:-(long,long):/(long,long):org.joda.time.LocalDateTime@toDate():803:date.getTime() - TimeZone.getDefault().getDSTSavings() |==> date.getTime() / TimeZone.getDefault().getDSTSavings()
216:STD:<ASSIGN>:<NO-OP>:org.joda.time.LocalDateTime@toDate():804:check = LocalDateTime.fromDateFields(earlier) |==> <NO-OP>
217:COR:check.equals(this):TRUE:org.joda.time.LocalDateTime@toDate():805:check.equals(this) |==> false
218:COR:check.equals(this):FALSE:org.joda.time.LocalDateTime@toDate():805:check.equals(this) |==> true
219:STD:<ASSIGN>:<NO-OP>:org.joda.time.LocalDateTime@toDate():806:date = earlier |==> <NO-OP>
220:ROR:==(long,long):!=(long,long):org.joda.time.LocalDateTime@withLocalMillis(long):824:newMillis == getLocalMillis() |==> newMillis != getLocalMillis()
221:ROR:==(long,long):<(long,long):org.joda.time.LocalDateTime@withLocalMillis(long):824:newMillis == getLocalMillis() |==> newMillis < getLocalMillis()
222:ROR:==(long,long):<=(long,long):org.joda.time.LocalDateTime@withLocalMillis(long):824:newMillis == getLocalMillis() |==> newMillis <= getLocalMillis()
223:ROR:==(long,long):>(long,long):org.joda.time.LocalDateTime@withLocalMillis(long):824:newMillis == getLocalMillis() |==> newMillis > getLocalMillis()
224:ROR:==(long,long):>=(long,long):org.joda.time.LocalDateTime@withLocalMillis(long):824:newMillis == getLocalMillis() |==> newMillis >= getLocalMillis()
225:ROR:==(long,long):FALSE(long,long):org.joda.time.LocalDateTime@withLocalMillis(long):824:newMillis == getLocalMillis() |==> false
226:ROR:==(long,long):TRUE(long,long):org.joda.time.LocalDateTime@withLocalMillis(long):824:newMillis == getLocalMillis() |==> true
227:STD:<ASSIGN>:<NO-OP>:org.joda.time.LocalDateTime@withDate(int,int,int):848:instant = chrono.year().set(instant, year) |==> <NO-OP>
228:STD:<ASSIGN>:<NO-OP>:org.joda.time.LocalDateTime@withDate(int,int,int):849:instant = chrono.monthOfYear().set(instant, monthOfYear) |==> <NO-OP>
229:STD:<ASSIGN>:<NO-OP>:org.joda.time.LocalDateTime@withDate(int,int,int):850:instant = chrono.dayOfMonth().set(instant, dayOfMonth) |==> <NO-OP>
230:STD:<ASSIGN>:<NO-OP>:org.joda.time.LocalDateTime@withTime(int,int,int,int):875:instant = chrono.hourOfDay().set(instant, hourOfDay) |==> <NO-OP>
231:STD:<ASSIGN>:<NO-OP>:org.joda.time.LocalDateTime@withTime(int,int,int,int):876:instant = chrono.minuteOfHour().set(instant, minuteOfHour) |==> <NO-OP>
232:STD:<ASSIGN>:<NO-OP>:org.joda.time.LocalDateTime@withTime(int,int,int,int):877:instant = chrono.secondOfMinute().set(instant, secondOfMinute) |==> <NO-OP>
233:STD:<ASSIGN>:<NO-OP>:org.joda.time.LocalDateTime@withTime(int,int,int,int):878:instant = chrono.millisOfSecond().set(instant, millisOfSecond) |==> <NO-OP>
234:ROR:==(java.lang.Object,java.lang.Object):!=(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@withFields(org.joda.time.ReadablePartial):896:partial == null |==> partial != null
235:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@withFields(org.joda.time.ReadablePartial):896:partial == null |==> false
236:ROR:==(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@withFields(org.joda.time.ReadablePartial):896:partial == null |==> true
237:ROR:==(java.lang.Object,java.lang.Object):!=(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@withField(org.joda.time.DateTimeFieldType,int):922:fieldType == null |==> fieldType != null
238:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@withField(org.joda.time.DateTimeFieldType,int):922:fieldType == null |==> false
239:ROR:==(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@withField(org.joda.time.DateTimeFieldType,int):922:fieldType == null |==> true
240:ROR:==(java.lang.Object,java.lang.Object):!=(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@withFieldAdded(org.joda.time.DurationFieldType,int):949:fieldType == null |==> fieldType != null
241:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@withFieldAdded(org.joda.time.DurationFieldType,int):949:fieldType == null |==> false
242:ROR:==(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@withFieldAdded(org.joda.time.DurationFieldType,int):949:fieldType == null |==> true
243:LVR:0:POS:org.joda.time.LocalDateTime@withFieldAdded(org.joda.time.DurationFieldType,int):952:0 |==> 1
244:LVR:0:NEG:org.joda.time.LocalDateTime@withFieldAdded(org.joda.time.DurationFieldType,int):952:0 |==> -1
245:ROR:==(int,int):!=(int,int):org.joda.time.LocalDateTime@withFieldAdded(org.joda.time.DurationFieldType,int):952:amount == 0 |==> amount != 0
246:ROR:==(int,int):<(int,int):org.joda.time.LocalDateTime@withFieldAdded(org.joda.time.DurationFieldType,int):952:amount == 0 |==> amount < 0
247:ROR:==(int,int):<=(int,int):org.joda.time.LocalDateTime@withFieldAdded(org.joda.time.DurationFieldType,int):952:amount == 0 |==> amount <= 0
248:ROR:==(int,int):>(int,int):org.joda.time.LocalDateTime@withFieldAdded(org.joda.time.DurationFieldType,int):952:amount == 0 |==> amount > 0
249:ROR:==(int,int):>=(int,int):org.joda.time.LocalDateTime@withFieldAdded(org.joda.time.DurationFieldType,int):952:amount == 0 |==> amount >= 0
250:ROR:==(int,int):FALSE(int,int):org.joda.time.LocalDateTime@withFieldAdded(org.joda.time.DurationFieldType,int):952:amount == 0 |==> false
251:ROR:==(int,int):TRUE(int,int):org.joda.time.LocalDateTime@withFieldAdded(org.joda.time.DurationFieldType,int):952:amount == 0 |==> true
252:ROR:==(java.lang.Object,java.lang.Object):!=(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@withDurationAdded(org.joda.time.ReadableDuration,int):971:durationToAdd == null |==> durationToAdd != null
253:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@withDurationAdded(org.joda.time.ReadableDuration,int):971:durationToAdd == null |==> false
254:ROR:==(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@withDurationAdded(org.joda.time.ReadableDuration,int):971:durationToAdd == null |==> true
255:LVR:0:POS:org.joda.time.LocalDateTime@withDurationAdded(org.joda.time.ReadableDuration,int):971:0 |==> 1
256:LVR:0:NEG:org.joda.time.LocalDateTime@withDurationAdded(org.joda.time.ReadableDuration,int):971:0 |==> -1
257:ROR:==(int,int):!=(int,int):org.joda.time.LocalDateTime@withDurationAdded(org.joda.time.ReadableDuration,int):971:scalar == 0 |==> scalar != 0
258:ROR:==(int,int):<(int,int):org.joda.time.LocalDateTime@withDurationAdded(org.joda.time.ReadableDuration,int):971:scalar == 0 |==> scalar < 0
259:ROR:==(int,int):<=(int,int):org.joda.time.LocalDateTime@withDurationAdded(org.joda.time.ReadableDuration,int):971:scalar == 0 |==> scalar <= 0
260:ROR:==(int,int):>(int,int):org.joda.time.LocalDateTime@withDurationAdded(org.joda.time.ReadableDuration,int):971:scalar == 0 |==> scalar > 0
261:ROR:==(int,int):>=(int,int):org.joda.time.LocalDateTime@withDurationAdded(org.joda.time.ReadableDuration,int):971:scalar == 0 |==> scalar >= 0
262:ROR:==(int,int):FALSE(int,int):org.joda.time.LocalDateTime@withDurationAdded(org.joda.time.ReadableDuration,int):971:scalar == 0 |==> false
263:ROR:==(int,int):TRUE(int,int):org.joda.time.LocalDateTime@withDurationAdded(org.joda.time.ReadableDuration,int):971:scalar == 0 |==> true
264:COR:||(boolean,boolean):!=(boolean,boolean):org.joda.time.LocalDateTime@withDurationAdded(org.joda.time.ReadableDuration,int):971:durationToAdd == null || scalar == 0 |==> durationToAdd == null != (scalar == 0)
265:COR:||(boolean,boolean):&&(boolean,boolean):org.joda.time.LocalDateTime@withDurationAdded(org.joda.time.ReadableDuration,int):971:durationToAdd == null || scalar == 0 |==> durationToAdd == null && scalar == 0
266:COR:||(boolean,boolean):==(boolean,boolean):org.joda.time.LocalDateTime@withDurationAdded(org.joda.time.ReadableDuration,int):971:durationToAdd == null || scalar == 0 |==> durationToAdd == null == (scalar == 0)
267:COR:||(boolean,boolean):FALSE(boolean,boolean):org.joda.time.LocalDateTime@withDurationAdded(org.joda.time.ReadableDuration,int):971:durationToAdd == null || scalar == 0 |==> false
268:COR:||(boolean,boolean):LHS(boolean,boolean):org.joda.time.LocalDateTime@withDurationAdded(org.joda.time.ReadableDuration,int):971:durationToAdd == null || scalar == 0 |==> durationToAdd == null
269:COR:||(boolean,boolean):RHS(boolean,boolean):org.joda.time.LocalDateTime@withDurationAdded(org.joda.time.ReadableDuration,int):971:durationToAdd == null || scalar == 0 |==> scalar == 0
270:COR:||(boolean,boolean):TRUE(boolean,boolean):org.joda.time.LocalDateTime@withDurationAdded(org.joda.time.ReadableDuration,int):971:durationToAdd == null || scalar == 0 |==> true
271:ROR:==(java.lang.Object,java.lang.Object):!=(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@withPeriodAdded(org.joda.time.ReadablePeriod,int):994:period == null |==> period != null
272:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@withPeriodAdded(org.joda.time.ReadablePeriod,int):994:period == null |==> false
273:ROR:==(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@withPeriodAdded(org.joda.time.ReadablePeriod,int):994:period == null |==> true
274:LVR:0:POS:org.joda.time.LocalDateTime@withPeriodAdded(org.joda.time.ReadablePeriod,int):994:0 |==> 1
275:LVR:0:NEG:org.joda.time.LocalDateTime@withPeriodAdded(org.joda.time.ReadablePeriod,int):994:0 |==> -1
276:ROR:==(int,int):!=(int,int):org.joda.time.LocalDateTime@withPeriodAdded(org.joda.time.ReadablePeriod,int):994:scalar == 0 |==> scalar != 0
277:ROR:==(int,int):<(int,int):org.joda.time.LocalDateTime@withPeriodAdded(org.joda.time.ReadablePeriod,int):994:scalar == 0 |==> scalar < 0
278:ROR:==(int,int):<=(int,int):org.joda.time.LocalDateTime@withPeriodAdded(org.joda.time.ReadablePeriod,int):994:scalar == 0 |==> scalar <= 0
279:ROR:==(int,int):>(int,int):org.joda.time.LocalDateTime@withPeriodAdded(org.joda.time.ReadablePeriod,int):994:scalar == 0 |==> scalar > 0
280:ROR:==(int,int):>=(int,int):org.joda.time.LocalDateTime@withPeriodAdded(org.joda.time.ReadablePeriod,int):994:scalar == 0 |==> scalar >= 0
281:ROR:==(int,int):FALSE(int,int):org.joda.time.LocalDateTime@withPeriodAdded(org.joda.time.ReadablePeriod,int):994:scalar == 0 |==> false
282:ROR:==(int,int):TRUE(int,int):org.joda.time.LocalDateTime@withPeriodAdded(org.joda.time.ReadablePeriod,int):994:scalar == 0 |==> true
283:COR:||(boolean,boolean):!=(boolean,boolean):org.joda.time.LocalDateTime@withPeriodAdded(org.joda.time.ReadablePeriod,int):994:period == null || scalar == 0 |==> period == null != (scalar == 0)
284:COR:||(boolean,boolean):&&(boolean,boolean):org.joda.time.LocalDateTime@withPeriodAdded(org.joda.time.ReadablePeriod,int):994:period == null || scalar == 0 |==> period == null && scalar == 0
285:COR:||(boolean,boolean):==(boolean,boolean):org.joda.time.LocalDateTime@withPeriodAdded(org.joda.time.ReadablePeriod,int):994:period == null || scalar == 0 |==> period == null == (scalar == 0)
286:COR:||(boolean,boolean):FALSE(boolean,boolean):org.joda.time.LocalDateTime@withPeriodAdded(org.joda.time.ReadablePeriod,int):994:period == null || scalar == 0 |==> false
287:COR:||(boolean,boolean):LHS(boolean,boolean):org.joda.time.LocalDateTime@withPeriodAdded(org.joda.time.ReadablePeriod,int):994:period == null || scalar == 0 |==> period == null
288:COR:||(boolean,boolean):RHS(boolean,boolean):org.joda.time.LocalDateTime@withPeriodAdded(org.joda.time.ReadablePeriod,int):994:period == null || scalar == 0 |==> scalar == 0
289:COR:||(boolean,boolean):TRUE(boolean,boolean):org.joda.time.LocalDateTime@withPeriodAdded(org.joda.time.ReadablePeriod,int):994:period == null || scalar == 0 |==> true
290:LVR:POS:0:org.joda.time.LocalDateTime@plus(org.joda.time.ReadableDuration):1012:1 |==> 0
291:LVR:POS:NEG:org.joda.time.LocalDateTime@plus(org.joda.time.ReadableDuration):1012:1 |==> -1
292:LVR:POS:0:org.joda.time.LocalDateTime@plus(org.joda.time.ReadablePeriod):1029:1 |==> 0
293:LVR:POS:NEG:org.joda.time.LocalDateTime@plus(org.joda.time.ReadablePeriod):1029:1 |==> -1
294:LVR:0:POS:org.joda.time.LocalDateTime@plusYears(int):1049:0 |==> 1
295:LVR:0:NEG:org.joda.time.LocalDateTime@plusYears(int):1049:0 |==> -1
296:ROR:==(int,int):!=(int,int):org.joda.time.LocalDateTime@plusYears(int):1049:years == 0 |==> years != 0
297:ROR:==(int,int):<(int,int):org.joda.time.LocalDateTime@plusYears(int):1049:years == 0 |==> years < 0
298:ROR:==(int,int):<=(int,int):org.joda.time.LocalDateTime@plusYears(int):1049:years == 0 |==> years <= 0
299:ROR:==(int,int):>(int,int):org.joda.time.LocalDateTime@plusYears(int):1049:years == 0 |==> years > 0
300:ROR:==(int,int):>=(int,int):org.joda.time.LocalDateTime@plusYears(int):1049:years == 0 |==> years >= 0
301:ROR:==(int,int):FALSE(int,int):org.joda.time.LocalDateTime@plusYears(int):1049:years == 0 |==> false
302:ROR:==(int,int):TRUE(int,int):org.joda.time.LocalDateTime@plusYears(int):1049:years == 0 |==> true
303:LVR:0:POS:org.joda.time.LocalDateTime@plusMonths(int):1072:0 |==> 1
304:LVR:0:NEG:org.joda.time.LocalDateTime@plusMonths(int):1072:0 |==> -1
305:ROR:==(int,int):!=(int,int):org.joda.time.LocalDateTime@plusMonths(int):1072:months == 0 |==> months != 0
306:ROR:==(int,int):<(int,int):org.joda.time.LocalDateTime@plusMonths(int):1072:months == 0 |==> months < 0
307:ROR:==(int,int):<=(int,int):org.joda.time.LocalDateTime@plusMonths(int):1072:months == 0 |==> months <= 0
308:ROR:==(int,int):>(int,int):org.joda.time.LocalDateTime@plusMonths(int):1072:months == 0 |==> months > 0
309:ROR:==(int,int):>=(int,int):org.joda.time.LocalDateTime@plusMonths(int):1072:months == 0 |==> months >= 0
310:ROR:==(int,int):FALSE(int,int):org.joda.time.LocalDateTime@plusMonths(int):1072:months == 0 |==> false
311:ROR:==(int,int):TRUE(int,int):org.joda.time.LocalDateTime@plusMonths(int):1072:months == 0 |==> true
312:LVR:0:POS:org.joda.time.LocalDateTime@plusWeeks(int):1095:0 |==> 1
313:LVR:0:NEG:org.joda.time.LocalDateTime@plusWeeks(int):1095:0 |==> -1
314:ROR:==(int,int):!=(int,int):org.joda.time.LocalDateTime@plusWeeks(int):1095:weeks == 0 |==> weeks != 0
315:ROR:==(int,int):<(int,int):org.joda.time.LocalDateTime@plusWeeks(int):1095:weeks == 0 |==> weeks < 0
316:ROR:==(int,int):<=(int,int):org.joda.time.LocalDateTime@plusWeeks(int):1095:weeks == 0 |==> weeks <= 0
317:ROR:==(int,int):>(int,int):org.joda.time.LocalDateTime@plusWeeks(int):1095:weeks == 0 |==> weeks > 0
318:ROR:==(int,int):>=(int,int):org.joda.time.LocalDateTime@plusWeeks(int):1095:weeks == 0 |==> weeks >= 0
319:ROR:==(int,int):FALSE(int,int):org.joda.time.LocalDateTime@plusWeeks(int):1095:weeks == 0 |==> false
320:ROR:==(int,int):TRUE(int,int):org.joda.time.LocalDateTime@plusWeeks(int):1095:weeks == 0 |==> true
321:LVR:0:POS:org.joda.time.LocalDateTime@plusDays(int):1118:0 |==> 1
322:LVR:0:NEG:org.joda.time.LocalDateTime@plusDays(int):1118:0 |==> -1
323:ROR:==(int,int):!=(int,int):org.joda.time.LocalDateTime@plusDays(int):1118:days == 0 |==> days != 0
324:ROR:==(int,int):<(int,int):org.joda.time.LocalDateTime@plusDays(int):1118:days == 0 |==> days < 0
325:ROR:==(int,int):<=(int,int):org.joda.time.LocalDateTime@plusDays(int):1118:days == 0 |==> days <= 0
326:ROR:==(int,int):>(int,int):org.joda.time.LocalDateTime@plusDays(int):1118:days == 0 |==> days > 0
327:ROR:==(int,int):>=(int,int):org.joda.time.LocalDateTime@plusDays(int):1118:days == 0 |==> days >= 0
328:ROR:==(int,int):FALSE(int,int):org.joda.time.LocalDateTime@plusDays(int):1118:days == 0 |==> false
329:ROR:==(int,int):TRUE(int,int):org.joda.time.LocalDateTime@plusDays(int):1118:days == 0 |==> true
330:LVR:0:POS:org.joda.time.LocalDateTime@plusHours(int):1142:0 |==> 1
331:LVR:0:NEG:org.joda.time.LocalDateTime@plusHours(int):1142:0 |==> -1
332:ROR:==(int,int):!=(int,int):org.joda.time.LocalDateTime@plusHours(int):1142:hours == 0 |==> hours != 0
333:ROR:==(int,int):<(int,int):org.joda.time.LocalDateTime@plusHours(int):1142:hours == 0 |==> hours < 0
334:ROR:==(int,int):<=(int,int):org.joda.time.LocalDateTime@plusHours(int):1142:hours == 0 |==> hours <= 0
335:ROR:==(int,int):>(int,int):org.joda.time.LocalDateTime@plusHours(int):1142:hours == 0 |==> hours > 0
336:ROR:==(int,int):>=(int,int):org.joda.time.LocalDateTime@plusHours(int):1142:hours == 0 |==> hours >= 0
337:ROR:==(int,int):FALSE(int,int):org.joda.time.LocalDateTime@plusHours(int):1142:hours == 0 |==> false
338:ROR:==(int,int):TRUE(int,int):org.joda.time.LocalDateTime@plusHours(int):1142:hours == 0 |==> true
339:LVR:0:POS:org.joda.time.LocalDateTime@plusMinutes(int):1165:0 |==> 1
340:LVR:0:NEG:org.joda.time.LocalDateTime@plusMinutes(int):1165:0 |==> -1
341:ROR:==(int,int):!=(int,int):org.joda.time.LocalDateTime@plusMinutes(int):1165:minutes == 0 |==> minutes != 0
342:ROR:==(int,int):<(int,int):org.joda.time.LocalDateTime@plusMinutes(int):1165:minutes == 0 |==> minutes < 0
343:ROR:==(int,int):<=(int,int):org.joda.time.LocalDateTime@plusMinutes(int):1165:minutes == 0 |==> minutes <= 0
344:ROR:==(int,int):>(int,int):org.joda.time.LocalDateTime@plusMinutes(int):1165:minutes == 0 |==> minutes > 0
345:ROR:==(int,int):>=(int,int):org.joda.time.LocalDateTime@plusMinutes(int):1165:minutes == 0 |==> minutes >= 0
346:ROR:==(int,int):FALSE(int,int):org.joda.time.LocalDateTime@plusMinutes(int):1165:minutes == 0 |==> false
347:ROR:==(int,int):TRUE(int,int):org.joda.time.LocalDateTime@plusMinutes(int):1165:minutes == 0 |==> true
348:LVR:0:POS:org.joda.time.LocalDateTime@plusSeconds(int):1188:0 |==> 1
349:LVR:0:NEG:org.joda.time.LocalDateTime@plusSeconds(int):1188:0 |==> -1
350:ROR:==(int,int):!=(int,int):org.joda.time.LocalDateTime@plusSeconds(int):1188:seconds == 0 |==> seconds != 0
351:ROR:==(int,int):<(int,int):org.joda.time.LocalDateTime@plusSeconds(int):1188:seconds == 0 |==> seconds < 0
352:ROR:==(int,int):<=(int,int):org.joda.time.LocalDateTime@plusSeconds(int):1188:seconds == 0 |==> seconds <= 0
353:ROR:==(int,int):>(int,int):org.joda.time.LocalDateTime@plusSeconds(int):1188:seconds == 0 |==> seconds > 0
354:ROR:==(int,int):>=(int,int):org.joda.time.LocalDateTime@plusSeconds(int):1188:seconds == 0 |==> seconds >= 0
355:ROR:==(int,int):FALSE(int,int):org.joda.time.LocalDateTime@plusSeconds(int):1188:seconds == 0 |==> false
356:ROR:==(int,int):TRUE(int,int):org.joda.time.LocalDateTime@plusSeconds(int):1188:seconds == 0 |==> true
357:LVR:0:POS:org.joda.time.LocalDateTime@plusMillis(int):1211:0 |==> 1
358:LVR:0:NEG:org.joda.time.LocalDateTime@plusMillis(int):1211:0 |==> -1
359:ROR:==(int,int):!=(int,int):org.joda.time.LocalDateTime@plusMillis(int):1211:millis == 0 |==> millis != 0
360:ROR:==(int,int):<(int,int):org.joda.time.LocalDateTime@plusMillis(int):1211:millis == 0 |==> millis < 0
361:ROR:==(int,int):<=(int,int):org.joda.time.LocalDateTime@plusMillis(int):1211:millis == 0 |==> millis <= 0
362:ROR:==(int,int):>(int,int):org.joda.time.LocalDateTime@plusMillis(int):1211:millis == 0 |==> millis > 0
363:ROR:==(int,int):>=(int,int):org.joda.time.LocalDateTime@plusMillis(int):1211:millis == 0 |==> millis >= 0
364:ROR:==(int,int):FALSE(int,int):org.joda.time.LocalDateTime@plusMillis(int):1211:millis == 0 |==> false
365:ROR:==(int,int):TRUE(int,int):org.joda.time.LocalDateTime@plusMillis(int):1211:millis == 0 |==> true
366:LVR:NEG:0:org.joda.time.LocalDateTime@minus(org.joda.time.ReadableDuration):1229:-1 |==> 0
367:LVR:NEG:POS:org.joda.time.LocalDateTime@minus(org.joda.time.ReadableDuration):1229:-1 |==> 1
368:LVR:NEG:0:org.joda.time.LocalDateTime@minus(org.joda.time.ReadablePeriod):1246:-1 |==> 0
369:LVR:NEG:POS:org.joda.time.LocalDateTime@minus(org.joda.time.ReadablePeriod):1246:-1 |==> 1
370:LVR:0:POS:org.joda.time.LocalDateTime@minusYears(int):1266:0 |==> 1
371:LVR:0:NEG:org.joda.time.LocalDateTime@minusYears(int):1266:0 |==> -1
372:ROR:==(int,int):!=(int,int):org.joda.time.LocalDateTime@minusYears(int):1266:years == 0 |==> years != 0
373:ROR:==(int,int):<(int,int):org.joda.time.LocalDateTime@minusYears(int):1266:years == 0 |==> years < 0
374:ROR:==(int,int):<=(int,int):org.joda.time.LocalDateTime@minusYears(int):1266:years == 0 |==> years <= 0
375:ROR:==(int,int):>(int,int):org.joda.time.LocalDateTime@minusYears(int):1266:years == 0 |==> years > 0
376:ROR:==(int,int):>=(int,int):org.joda.time.LocalDateTime@minusYears(int):1266:years == 0 |==> years >= 0
377:ROR:==(int,int):FALSE(int,int):org.joda.time.LocalDateTime@minusYears(int):1266:years == 0 |==> false
378:ROR:==(int,int):TRUE(int,int):org.joda.time.LocalDateTime@minusYears(int):1266:years == 0 |==> true
379:LVR:0:POS:org.joda.time.LocalDateTime@minusMonths(int):1289:0 |==> 1
380:LVR:0:NEG:org.joda.time.LocalDateTime@minusMonths(int):1289:0 |==> -1
381:ROR:==(int,int):!=(int,int):org.joda.time.LocalDateTime@minusMonths(int):1289:months == 0 |==> months != 0
382:ROR:==(int,int):<(int,int):org.joda.time.LocalDateTime@minusMonths(int):1289:months == 0 |==> months < 0
383:ROR:==(int,int):<=(int,int):org.joda.time.LocalDateTime@minusMonths(int):1289:months == 0 |==> months <= 0
384:ROR:==(int,int):>(int,int):org.joda.time.LocalDateTime@minusMonths(int):1289:months == 0 |==> months > 0
385:ROR:==(int,int):>=(int,int):org.joda.time.LocalDateTime@minusMonths(int):1289:months == 0 |==> months >= 0
386:ROR:==(int,int):FALSE(int,int):org.joda.time.LocalDateTime@minusMonths(int):1289:months == 0 |==> false
387:ROR:==(int,int):TRUE(int,int):org.joda.time.LocalDateTime@minusMonths(int):1289:months == 0 |==> true
388:LVR:0:POS:org.joda.time.LocalDateTime@minusWeeks(int):1312:0 |==> 1
389:LVR:0:NEG:org.joda.time.LocalDateTime@minusWeeks(int):1312:0 |==> -1
390:ROR:==(int,int):!=(int,int):org.joda.time.LocalDateTime@minusWeeks(int):1312:weeks == 0 |==> weeks != 0
391:ROR:==(int,int):<(int,int):org.joda.time.LocalDateTime@minusWeeks(int):1312:weeks == 0 |==> weeks < 0
392:ROR:==(int,int):<=(int,int):org.joda.time.LocalDateTime@minusWeeks(int):1312:weeks == 0 |==> weeks <= 0
393:ROR:==(int,int):>(int,int):org.joda.time.LocalDateTime@minusWeeks(int):1312:weeks == 0 |==> weeks > 0
394:ROR:==(int,int):>=(int,int):org.joda.time.LocalDateTime@minusWeeks(int):1312:weeks == 0 |==> weeks >= 0
395:ROR:==(int,int):FALSE(int,int):org.joda.time.LocalDateTime@minusWeeks(int):1312:weeks == 0 |==> false
396:ROR:==(int,int):TRUE(int,int):org.joda.time.LocalDateTime@minusWeeks(int):1312:weeks == 0 |==> true
