1:ROR:!=(java.lang.Object,java.lang.Object):==(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties@<init>(com.google.javascript.jscomp.AbstractCompiler,com.google.javascript.jscomp.JSModuleGraph,boolean,boolean):122:moduleGraph != null |==> moduleGraph == null
94:COR:&&(boolean,boolean):!=(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):230:n.getType() == Token.OBJECTLIT && !(parent.getType() == Token.ASSIGN && parent.getFirstChild().getType() == Token.GETPROP && parent.getFirstChild().getLastChild().getString().equals("prototype")) |==> n.getType() == Token.OBJECTLIT != !(parent.getType() == Token.ASSIGN && parent.getFirstChild().getType() == Token.GETPROP && parent.getFirstChild().getLastChild().getString().equals("prototype"))
95:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):230:n.getType() == Token.OBJECTLIT && !(parent.getType() == Token.ASSIGN && parent.getFirstChild().getType() == Token.GETPROP && parent.getFirstChild().getLastChild().getString().equals("prototype")) |==> n.getType() == Token.OBJECTLIT == !(parent.getType() == Token.ASSIGN && parent.getFirstChild().getType() == Token.GETPROP && parent.getFirstChild().getLastChild().getString().equals("prototype"))
96:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):230:n.getType() == Token.OBJECTLIT && !(parent.getType() == Token.ASSIGN && parent.getFirstChild().getType() == Token.GETPROP && parent.getFirstChild().getLastChild().getString().equals("prototype")) |==> false
97:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):230:n.getType() == Token.OBJECTLIT && !(parent.getType() == Token.ASSIGN && parent.getFirstChild().getType() == Token.GETPROP && parent.getFirstChild().getLastChild().getString().equals("prototype")) |==> n.getType() == Token.OBJECTLIT
98:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):234:n.getType() == Token.OBJECTLIT && !(parent.getType() == Token.ASSIGN && parent.getFirstChild().getType() == Token.GETPROP && parent.getFirstChild().getLastChild().getString().equals("prototype")) |==> !(parent.getType() == Token.ASSIGN && parent.getFirstChild().getType() == Token.GETPROP && parent.getFirstChild().getLastChild().getString().equals("prototype"))
99:COR:&&(boolean,boolean):TRUE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):230:n.getType() == Token.OBJECTLIT && !(parent.getType() == Token.ASSIGN && parent.getFirstChild().getType() == Token.GETPROP && parent.getFirstChild().getLastChild().getString().equals("prototype")) |==> true
100:COR:&&(boolean,boolean):||(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):230:n.getType() == Token.OBJECTLIT && !(parent.getType() == Token.ASSIGN && parent.getFirstChild().getType() == Token.GETPROP && parent.getFirstChild().getLastChild().getString().equals("prototype")) |==> n.getType() == Token.OBJECTLIT || !(parent.getType() == Token.ASSIGN && parent.getFirstChild().getType() == Token.GETPROP && parent.getFirstChild().getLastChild().getString().equals("prototype"))
101:ROR:!=(java.lang.Object,java.lang.Object):==(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):240:propNameNode != null |==> propNameNode == null
102:ROR:!=(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):240:propNameNode != null |==> false
103:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):240:propNameNode != null |==> true
104:COR:propNameNode.isQuotedString():TRUE:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):243:propNameNode.isQuotedString() |==> false
105:COR:propNameNode.isQuotedString():FALSE:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):243:propNameNode.isQuotedString() |==> true
106:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):244:addSymbolUse(propNameNode.getString(), t.getModule(), PROPERTY) |==> <NO-OP>
107:ROR:==(int,int):!=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):247:n.getType() == Token.NAME |==> n.getType() != Token.NAME
108:ROR:==(int,int):<(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):247:n.getType() == Token.NAME |==> n.getType() < Token.NAME
109:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):247:n.getType() == Token.NAME |==> n.getType() <= Token.NAME
110:ROR:==(int,int):>(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):247:n.getType() == Token.NAME |==> n.getType() > Token.NAME
111:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):247:n.getType() == Token.NAME |==> n.getType() >= Token.NAME
112:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):247:n.getType() == Token.NAME |==> false
113:ROR:==(int,int):TRUE(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):247:n.getType() == Token.NAME |==> true
114:ROR:!=(java.lang.Object,java.lang.Object):==(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):251:var != null |==> var == null
115:ROR:!=(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):251:var != null |==> false
116:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):251:var != null |==> true
117:COR:var.isGlobal():TRUE:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):253:var.isGlobal() |==> false
118:COR:var.isGlobal():FALSE:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):253:var.isGlobal() |==> true
119:ROR:!=(java.lang.Object,java.lang.Object):==(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):254:var.getInitialValue() != null |==> var.getInitialValue() == null
120:ROR:!=(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):254:var.getInitialValue() != null |==> false
121:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):254:var.getInitialValue() != null |==> true
122:ROR:==(int,int):!=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):255:var.getInitialValue().getType() == Token.FUNCTION |==> var.getInitialValue().getType() != Token.FUNCTION
123:ROR:==(int,int):<(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):255:var.getInitialValue().getType() == Token.FUNCTION |==> var.getInitialValue().getType() < Token.FUNCTION
124:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):255:var.getInitialValue().getType() == Token.FUNCTION |==> var.getInitialValue().getType() <= Token.FUNCTION
125:ROR:==(int,int):>(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):255:var.getInitialValue().getType() == Token.FUNCTION |==> var.getInitialValue().getType() > Token.FUNCTION
126:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):255:var.getInitialValue().getType() == Token.FUNCTION |==> var.getInitialValue().getType() >= Token.FUNCTION
127:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):255:var.getInitialValue().getType() == Token.FUNCTION |==> false
128:ROR:==(int,int):TRUE(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):255:var.getInitialValue().getType() == Token.FUNCTION |==> true
129:COR:&&(boolean,boolean):!=(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):254:var.getInitialValue() != null && var.getInitialValue().getType() == Token.FUNCTION |==> var.getInitialValue() != null != (var.getInitialValue().getType() == Token.FUNCTION)
130:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):254:var.getInitialValue() != null && var.getInitialValue().getType() == Token.FUNCTION |==> var.getInitialValue() != null == (var.getInitialValue().getType() == Token.FUNCTION)
131:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):254:var.getInitialValue() != null && var.getInitialValue().getType() == Token.FUNCTION |==> false
132:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):254:var.getInitialValue() != null && var.getInitialValue().getType() == Token.FUNCTION |==> var.getInitialValue() != null
133:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):255:var.getInitialValue() != null && var.getInitialValue().getType() == Token.FUNCTION |==> var.getInitialValue().getType() == Token.FUNCTION
134:COR:&&(boolean,boolean):TRUE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):254:var.getInitialValue() != null && var.getInitialValue().getType() == Token.FUNCTION |==> true
135:COR:&&(boolean,boolean):||(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):254:var.getInitialValue() != null && var.getInitialValue().getType() == Token.FUNCTION |==> var.getInitialValue() != null || var.getInitialValue().getType() == Token.FUNCTION
136:COR:t.inGlobalScope():TRUE:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):256:t.inGlobalScope() |==> false
137:COR:t.inGlobalScope():FALSE:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):256:t.inGlobalScope() |==> true
138:COR:processGlobalFunctionDeclaration(t, n, parent, parent.getParent()):TRUE:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):257:processGlobalFunctionDeclaration(t, n, parent, parent.getParent()) |==> false
139:COR:processGlobalFunctionDeclaration(t, n, parent, parent.getParent()):FALSE:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):257:processGlobalFunctionDeclaration(t, n, parent, parent.getParent()) |==> true
140:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):259:addGlobalUseOfSymbol(name, t.getModule(), VAR) |==> <NO-OP>
141:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):262:addSymbolUse(name, t.getModule(), VAR) |==> <NO-OP>
142:ROR:!=(java.lang.Object,java.lang.Object):==(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):269:var.getScope() != t.getScope() |==> var.getScope() == t.getScope()
143:ROR:!=(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):269:var.getScope() != t.getScope() |==> false
144:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):269:var.getScope() != t.getScope() |==> true
145:LVR:POS:0:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):270:1 |==> 0
146:LVR:POS:NEG:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):270:1 |==> -1
147:AOR:-(int,int):%(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):270:symbolStack.size() - 1 |==> symbolStack.size() % 1
148:AOR:-(int,int):*(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):270:symbolStack.size() - 1 |==> symbolStack.size() * 1
149:AOR:-(int,int):+(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):270:symbolStack.size() - 1 |==> symbolStack.size() + 1
150:AOR:-(int,int):/(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):270:symbolStack.size() - 1 |==> symbolStack.size() / 1
151:LVR:0:POS:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):270:0 |==> 1
152:LVR:0:NEG:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):270:0 |==> -1
153:ROR:>=(int,int):!=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):270:i >= 0 |==> i != 0
154:ROR:>=(int,int):<(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):270:i >= 0 |==> i < 0
155:ROR:>=(int,int):<=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):270:i >= 0 |==> i <= 0
156:ROR:>=(int,int):==(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):270:i >= 0 |==> i == 0
157:ROR:>=(int,int):>(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):270:i >= 0 |==> i > 0
158:ROR:>=(int,int):FALSE(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):270:i >= 0 |==> false
159:ROR:>=(int,int):TRUE(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):270:i >= 0 |==> true
160:LVR:TRUE:FALSE:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):272:true |==> false
161:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):272:context.name.readClosureVariables = true |==> <NO-OP>
162:ROR:==(java.lang.Object,java.lang.Object):!=(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):273:context.scope == var.getScope() |==> context.scope != var.getScope()
163:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):273:context.scope == var.getScope() |==> false
164:ROR:==(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):273:context.scope == var.getScope() |==> true
165:COR:||(boolean,boolean):!=(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):281:isPrototypePropertyAssign(n) || isGlobalFunctionDeclaration(t, n) |==> isPrototypePropertyAssign(n) != isGlobalFunctionDeclaration(t, n)
166:COR:||(boolean,boolean):&&(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):281:isPrototypePropertyAssign(n) || isGlobalFunctionDeclaration(t, n) |==> isPrototypePropertyAssign(n) && isGlobalFunctionDeclaration(t, n)
167:COR:||(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):281:isPrototypePropertyAssign(n) || isGlobalFunctionDeclaration(t, n) |==> isPrototypePropertyAssign(n) == isGlobalFunctionDeclaration(t, n)
168:COR:||(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):281:isPrototypePropertyAssign(n) || isGlobalFunctionDeclaration(t, n) |==> false
169:COR:||(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):281:isPrototypePropertyAssign(n) || isGlobalFunctionDeclaration(t, n) |==> isPrototypePropertyAssign(n)
170:COR:||(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):282:isPrototypePropertyAssign(n) || isGlobalFunctionDeclaration(t, n) |==> isGlobalFunctionDeclaration(t, n)
171:COR:||(boolean,boolean):TRUE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):281:isPrototypePropertyAssign(n) || isGlobalFunctionDeclaration(t, n) |==> true
172:COR:||(boolean,boolean):!=(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):281:isPrototypePropertyAssign(n) || isGlobalFunctionDeclaration(t, n) || NodeUtil.isFunction(n) |==> (isPrototypePropertyAssign(n) || isGlobalFunctionDeclaration(t, n)) != NodeUtil.isFunction(n)
173:COR:||(boolean,boolean):&&(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):281:isPrototypePropertyAssign(n) || isGlobalFunctionDeclaration(t, n) || NodeUtil.isFunction(n) |==> (isPrototypePropertyAssign(n) || isGlobalFunctionDeclaration(t, n)) && NodeUtil.isFunction(n)
174:COR:||(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):281:isPrototypePropertyAssign(n) || isGlobalFunctionDeclaration(t, n) || NodeUtil.isFunction(n) |==> (isPrototypePropertyAssign(n) || isGlobalFunctionDeclaration(t, n)) == NodeUtil.isFunction(n)
175:COR:||(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):282:isPrototypePropertyAssign(n) || isGlobalFunctionDeclaration(t, n) || NodeUtil.isFunction(n) |==> false
176:COR:||(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):281:isPrototypePropertyAssign(n) || isGlobalFunctionDeclaration(t, n) || NodeUtil.isFunction(n) |==> isPrototypePropertyAssign(n) || isGlobalFunctionDeclaration(t, n)
177:COR:||(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):283:isPrototypePropertyAssign(n) || isGlobalFunctionDeclaration(t, n) || NodeUtil.isFunction(n) |==> NodeUtil.isFunction(n)
178:COR:||(boolean,boolean):TRUE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):282:isPrototypePropertyAssign(n) || isGlobalFunctionDeclaration(t, n) || NodeUtil.isFunction(n) |==> true
179:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):284:symbolStack.pop() |==> <NO-OP>
